,ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,diff,pct_change,change_category,1Q2019,2Q2019,3Q2019,4Q2019,1Q2020,2Q2020,3Q2020,4Q2020,1Q2021,2Q2021,3Q2021,4Q2021,1Q2022,2Q2022,3Q2022,4Q2022
236,13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,gain,38.5,at least 30%,192104,424759,465525,251580,149458,58059,211243,132414,118248,488297,661746,337838,231040,528722,629325,330524
237,16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,loss,-14.5,at least -10%,21245,27421,22455,26906,23400,5883,9588,15060,17477,25177,23289,25410,22510,23807,20235,21260
238,13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,loss,-29.6,at least -20%,35945,42530,42588,41079,31686,11607,31450,30829,28032,45582,44933,42836,35544,36896,35300,29230
239,13796,OAK,CA,Metro Oakland International,Oakland,more than 5 million,no,loss,-13.4,at least -10%,1383152,1657465,1648948,1592632,1030572,187333,458882,480412,496773,1026663,1172322,1173815,990062,1435991,1573027,1386702
240,13829,OGD,UT,Ogden-Hinckley,Ogden,10k-100k,no,loss,-13.9,at least -10%,3859,3992,4125,3859,2829,880,2242,2751,2431,8474,9709,8759,7802,3955,51,40
241,13832,OGS,NY,Ogdensburg International,Ogdensburg,10k-100k,yes,loss,-36.7,at least -30%,7749,5942,5549,7655,7030,556,918,695,525,2520,4173,3074,2069,2191,1939,1689
242,13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,loss,-18.7,at least -10%,456416,596634,575559,562101,374578,95542,234794,248771,227535,450066,496694,493715,388771,525745,546731,527290
243,13871,OMA,NE,Eppley Airfield,Omaha,1-5 million,no,loss,-20.6,at least -20%,565406,670798,628574,616220,470192,85552,234251,257627,278677,494063,540818,541121,467451,598020,584414,584597
244,13891,ONT,CA,Ontario International,Ontario,1-5 million,no,gain,1.4,less than 10%,557787,660316,701414,712821,517419,118975,276434,296466,273948,536364,686571,696640,559025,741596,763449,738985
245,13930,ORD,IL,Chicago O'Hare International,Chicago,more than 5 million,no,loss,-25.7,at least -20%,7222624,8954768,9270337,8689102,5986530,949097,2884275,3051262,3063642,5819186,7747417,7153829,5660803,7245136,7541472,7185257
246,13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,loss,-13.3,at least -10%,409641,542204,559796,504151,346424,77843,224515,241499,209316,433292,535786,494840,387623,577298,600219,513770
247,13933,ORH,MA,Worcester Regional,Worcester,10k-100k,no,loss,-2.9,less than -10%,23898,24192,23032,25884,18750,658,1043,0,0,0,1016,13066,14367,18933,20486,26133
248,13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay,10k-100k,no,loss,-8.8,less than -10%,1907,3531,5219,2589,1461,663,3170,1453,669,3631,6011,3020,1975,4478,6753,3544
249,13983,OWB,KY,Owensboro Daviess County Regional,Owensboro,10k-100k,yes,loss,-6.0,less than -10%,4412,5343,3652,5014,3401,1527,1681,2547,2291,4226,3551,3322,3528,4893,3134,4076
250,14004,PAE,WA,Snohomish County,Everett,100k-1 million,no,loss,-39.0,at least -30%,22890,115301,127564,124099,94206,1607,6391,16182,17834,30959,35597,30600,46469,80417,78744,55813
251,14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,loss,-35.8,at least -30%,4899,6857,7488,5995,2730,424,1654,1777,1265,3276,4414,4527,2901,7208,4343,3463
252,14025,PBG,NY,Plattsburgh International,Plattsburgh,100k-1 million,yes,loss,-28.8,at least -20%,42588,28733,26115,27833,33322,2709,3387,4234,5487,3408,14380,17486,22165,18045,16259,18114
253,14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,loss,-8.6,less than -10%,1021405,879032,661616,846116,905322,104461,179924,300245,494531,711882,587082,781611,933426,841917,641521,825501
254,14057,PDX,OR,Portland International,Portland,more than 5 million,no,loss,-32.4,at least -30%,2039685,2386082,2628281,2349089,1638591,255980,729068,731074,706116,1429654,1842195,1686554,1388345,1850563,1938938,1794950
255,14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,loss,-16.9,at least -10%,1715,2910,3514,2053,1427,570,1879,1059,888,3151,3607,1945,1768,2894,3421,1751
256,14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,gain,11.2,at least 10%,245112,224700,152421,199295,258318,89479,104169,144888,201796,190029,167784,223967,284345,260042,185251,192707
257,14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,loss,-47.0,at least -30%,11926,13519,12568,14674,9727,2018,4668,215,3452,9328,9265,9830,7990,6943,7004,7598
258,14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,loss,-56.8,at least -30%,41552,58153,56944,54858,34666,7238,14508,14666,10221,21298,26894,24942,18674,20358,20134,21043
259,14100,PHL,PA,Philadelphia International,Philadelphia,more than 5 million,no,loss,-33.5,at least -30%,3019560,3711464,3757940,3560569,2468927,437063,1335475,1263100,1261335,2405078,2925521,2696465,2207551,2931194,2948279,2810104
260,14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,loss,-7.3,less than -10%,5402168,5596279,5106295,5468758,4614710,941073,2059188,2592480,3022292,5030534,5033426,5419269,4978864,5466484,5015662,5467128
261,14108,PIA,IL,General Downing - Peoria International,Peoria,100k-1 million,no,loss,-35.8,at least -30%,79200,91120,86133,82669,67861,17360,36138,38868,39667,58882,67964,69760,61395,76035,75814,70787
262,14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,loss,-4.9,less than -10%,3097,2536,2782,4120,3309,1039,1440,1748,1669,3392,3916,4011,3478,3382,3424,3492
263,14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,loss,-0.5,less than -10%,264941,317730,272177,264219,246646,113757,158378,168359,186810,284870,265880,265138,272005,354303,299834,265867
264,14113,PIH,ID,Pocatello Regional,Pocatello,10k-100k,no,loss,-66.7,at least -30%,10455,11183,11170,11165,8220,796,4884,5628,5034,6597,7441,4277,2707,2867,2426,3095
265,14120,PIR,SD,Pierre Regional,Pierre,10k-100k,yes,loss,-2.2,less than -10%,0,4945,6448,5578,3320,396,1611,2690,1732,3514,5365,6872,3328,4395,4255,4426
266,14122,PIT,PA,Pittsburgh International,Pittsburgh,1-5 million,no,loss,-23.9,at least -20%,1014709,1225862,1211373,1189068,818658,155998,376505,395055,388533,781244,941225,951082,781637,1057359,1035660,1008204
267,14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston,10k-100k,yes,loss,-30.8,at least -30%,5209,7990,12996,6405,4726,568,8425,3785,3079,6395,14089,5702,4205,6261,10587,4640
268,14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,loss,-14.4,at least -10%,230930,305673,306220,266637,197661,62326,161210,164453,157750,354836,384219,294446,256706,340682,330612,294143
269,14231,PQI,ME,Presque Isle International,Presque Isle/Houlton,10k-100k,yes,gain,1.9,less than 10%,2461,3326,4311,3136,2614,350,1141,1166,813,2639,4194,3483,2925,3782,4344,4358
270,14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,loss,-0.1,less than -10%,5987,7401,7104,7287,4772,957,3320,3977,2831,6057,7475,7192,4972,6180,6246,6660
271,14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland,100k-1 million,no,loss,-14.1,at least -10%,97964,108430,114929,116745,79191,15684,42057,53206,53559,91856,105528,96289,86432,98433,104498,102626
272,14259,PSM,NH,Portsmouth International at Pease,Portsmouth,10k-100k,no,loss,-13.5,at least -10%,20409,19904,11726,9202,12661,3898,5022,6277,7303,11178,11768,9853,14095,17095,14238,10288
273,14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,gain,17.0,at least 10%,401079,279376,138126,269669,321428,31280,58629,133821,197114,271705,191341,355621,422047,353923,209480,386612
274,14288,PUB,CO,Pueblo Memorial,Pueblo,10k-100k,yes,loss,-44.2,at least -30%,3247,4638,4824,4514,2065,789,2043,1369,985,3429,4554,2786,1848,3256,2632,1701
275,14303,PUW,WA,Pullman Moscow Regional,Pullman,10k-100k,no,gain,5.5,less than 10%,17244,19679,12874,19758,17636,1986,5093,6818,8013,11825,16139,15775,15629,16165,18390,22112
276,14306,PVC,MA,Provincetown Municipal,Provincetown,10k-100k,no,loss,-29.5,at least -20%,708,1963,6140,1621,910,224,1099,583,415,1650,3984,1593,152,1520,4369,1267
277,14307,PVD,RI,Rhode Island Tf Green International,Providence,1-5 million,no,loss,-14.8,at least -10%,425739,493857,519297,505839,349066,46658,120728,131486,141152,303598,354223,360513,331710,396698,438672,400327
278,14314,PVU,UT,Provo Municipal,Provo,100k-1 million,no,gain,96.8,at least 30%,22833,28111,29853,28588,22643,9936,20764,22009,21085,31160,30455,34133,39184,45017,53544,71355
279,14321,PWM,ME,Portland International Jetport,Portland,1-5 million,no,loss,-23.1,at least -20%,209021,261528,356996,261053,171533,23942,118463,90023,75622,204958,347240,225452,161718,228341,351828,239861
280,14457,RAP,SD,Rapid City Regional,Rapid City,100k-1 million,no,loss,-25.9,at least -20%,56593,86456,122060,78883,52267,17312,60857,46978,39687,86637,134539,78501,51182,81488,121996,78421
281,14487,RDD,CA,Redding Municipal,Redding,10k-100k,no,gain,43.0,at least 30%,8978,13538,15079,14102,9557,1497,4159,3878,3582,11427,21093,22166,21880,26290,26219,24229
282,14489,RDM,OR,Roberts Field,Bend/Redmond,100k-1 million,no,loss,-8.5,less than -10%,101807,115210,142300,123581,96671,17545,53556,56568,61484,103964,140264,116571,108997,130687,147897,126491
283,14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,loss,-23.7,at least -20%,1368745,1810452,1811693,1777226,1171464,167490,457041,532017,523994,1104385,1285559,1382277,1110244,1550433,1519528,1552174
284,14512,RFD,IL,Chicago/Rockford International,Rockford,100k-1 million,no,loss,-1.8,less than -10%,30074,31819,29759,29110,26967,11682,17132,23037,25018,22591,26496,30049,36357,30203,27938,31257
285,14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,10k-100k,yes,loss,-10.7,at least -10%,5454,5713,10249,5809,4700,613,5371,2968,3505,5061,12589,5084,4785,5081,7116,4018
286,14524,RIC,VA,Richmond International,Richmond,1-5 million,no,loss,-17.1,at least -10%,475628,575154,567813,578033,396641,61556,181183,206052,187339,411043,495913,515682,402395,549551,543603,556899
287,14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,10k-100k,no,loss,-61.7,at least -30%,4414,5036,5672,3871,4962,381,2044,2306,2252,3602,4935,4678,3181,3203,3547,3041
288,14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,10k-100k,no,loss,-45.5,at least -30%,5585,5645,6436,6452,4636,1205,3121,2479,2256,4067,5259,5140,3691,3832,3909,3846
289,14570,RNO,NV,Reno/Tahoe International,Reno,1-5 million,no,loss,-14.8,at least -10%,498705,522616,606287,521309,422280,75312,238360,223898,264201,457944,539842,484719,471427,513917,589731,504414
290,14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,loss,-21.9,at least -20%,75847,95001,90576,97846,63621,11145,31871,36893,30334,60162,73849,75258,59212,77559,77840,82414
291,14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1-5 million,no,loss,-14.7,at least -10%,285840,337372,332203,324920,239194,29431,71768,76945,82953,177315,241931,268538,230231,305397,314724,310056
292,14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,loss,-11.5,at least -10%,13031,16358,15450,15702,11590,2178,4672,5614,5328,12275,13984,13467,10281,14649,16155,14606
293,14633,RST,MN,Rochester International,Rochester,100k-1 million,no,loss,-57.5,at least -30%,41139,46478,47830,48325,35615,3738,10807,15102,16548,26813,31703,24663,22570,21465,20890,20074
294,14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,gain,2.4,less than 10%,1709834,1233322,760080,1180402,1563478,227823,371355,715987,1238864,1513982,1009745,1328925,1794699,1391080,884865,973619
295,14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,loss,-10.5,at least -10%,26059,37824,38033,40619,27275,3688,9208,9710,10836,19920,29843,34482,23083,34759,34902,30660
296,14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,loss,-13.7,at least -10%,2713896,3178683,3301043,3035163,2256484,343742,946327,989366,913842,1981010,2510562,2355893,2085509,2868947,3101302,2831252
297,14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,loss,-18.6,at least -10%,1110968,1305394,1249584,1241637,868850,164563,362469,462301,436104,885679,985153,1059843,913194,1184495,1193699,1259623
298,14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,loss,-0.4,less than -10%,291539,419419,386387,358349,237124,49251,146606,150161,145073,396490,435353,395673,321646,508974,475829,434537
299,14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,loss,-21.7,at least -20%,97148,126380,141701,143941,104949,12854,36434,39358,33136,113972,155465,146847,113137,162533,181550,167849
300,14696,SBN,IN,South Bend International,South Bend,100k-1 million,no,loss,-27.6,at least -20%,95617,102470,107531,107907,82935,18422,47067,58451,59219,81072,95189,101702,83755,87497,85652,101497
301,14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,loss,-10.5,at least -10%,55294,70068,68881,72728,56416,12156,29766,32492,27211,54915,53677,64033,54518,69589,72224,76289
302,14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,10k-100k,no,loss,-36.4,at least -30%,14056,17041,20601,18504,12988,3169,9419,8832,8039,14380,21127,15367,12086,11003,11709,12586
303,14711,SCE,PA,University Park,State College,100k-1 million,no,loss,-49.2,at least -30%,37149,48944,47980,56947,36964,4481,14329,16670,13868,26028,42230,37861,23602,29677,24988,31411
304,14716,SCK,CA,Stockton Metro,Stockton,100k-1 million,no,loss,-42.0,at least -30%,21188,25918,26954,27059,18926,5246,9630,10512,10057,19774,19558,19463,16803,20324,19580,17667
305,14730,SDF,KY,Louisville Muhammad Ali International,Louisville,1-5 million,no,loss,-19.9,at least -10%,438945,555229,539164,531803,355824,67885,171951,194792,193232,385229,489781,485992,401508,513233,505258,488429
306,14747,SEA,WA,Seattle/Tacoma International,Seattle,more than 5 million,no,loss,-10.7,at least -10%,4641191,5708011,6475038,5411960,3891994,844690,2065687,2003630,2194151,4373735,5473485,4592237,4014281,5155908,5824929,5059457
307,14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,loss,-17.8,at least -10%,361640,427978,346091,357647,318669,97276,149298,187449,202704,330680,318887,314355,316006,375214,320108,313637
308,14771,SFO,CA,San Francisco International,San Francisco,more than 5 million,no,loss,-25.4,at least -20%,4433566,5374005,5570694,5034061,3484292,403744,1053892,1255060,1074112,2357889,3245298,3465138,2953153,4188203,4311829,4164612
309,14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,loss,-23.5,at least -20%,115756,155761,163030,148127,102032,32142,80065,76515,68599,131102,145139,133248,107905,146701,147359,136211
310,14794,SGU,UT,St George Regional,St. George,100k-1 million,no,gain,9.8,less than 10%,36095,25875,1537,38921,29473,6625,20080,24388,25114,44862,43790,38842,26046,34159,33018,34723
311,14802,SHD,VA,Shenandoah Valley Regional,Staunton,10k-100k,yes,gain,0.7,less than 10%,3128,4032,4715,5249,2991,297,1195,1559,1000,3165,4632,4857,2867,3122,2948,2102
312,14812,SHR,WY,Sheridan County,Sheridan,10k-100k,no,loss,-13.0,at least -10%,2788,3213,3827,1878,3632,534,2890,3194,2990,5646,8481,6587,5689,6141,7044,6229
313,14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,loss,-25.7,at least -20%,67115,89845,86740,86799,60296,14532,39412,41023,34066,66690,76399,70826,57043,74388,74150,70310
314,14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,more than 5 million,no,loss,-25.1,at least -20%,1551258,1916799,1986031,1913804,1275294,150046,370179,376849,361425,860199,1087843,1165580,938293,1483454,1604406,1455263
315,14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,loss,-25.2,at least -20%,13367,16021,17560,18810,12432,3940,7826,10072,8652,17330,17743,15231,10748,16456,13914,13571
316,14869,SLC,UT,Salt Lake City International,Salt Lake City,more than 5 million,no,loss,-9.9,less than -10%,2948987,3128708,3287312,2997161,2526224,490107,1348510,1471730,1687601,2718048,3238795,2923855,2791868,3052437,3138453,2895772
317,14877,SLN,KS,Salina Regional,Salina,10k-100k,yes,loss,-11.4,at least -10%,3610,4851,5206,5121,3107,397,1420,1854,1710,4571,6138,5948,4399,7749,5486,5594
318,14893,SMF,CA,Sacramento International,Sacramento,more than 5 million,no,loss,-8.0,less than -10%,1361020,1657502,1703547,1655450,1169645,248826,594172,647291,616528,1200614,1440426,1415773,1153288,1590334,1662420,1542700
319,14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,loss,-33.0,at least -30%,5156,5757,6779,6433,3903,745,2459,3186,2911,8056,9181,7120,4389,3803,3547,3746
320,14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,gain,4.6,less than 10%,1211639,1314238,1305141,1236124,910237,136883,371036,388494,394380,890631,1228717,1241991,1098934,1424447,1445457,1418257
321,14952,SPI,IL,Abraham Lincoln Capital,Springfield,10k-100k,no,loss,-25.0,at least -20%,18276,18489,15796,20598,17032,3473,6814,6897,10520,13053,17100,19535,18743,20010,15275,17676
322,14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,loss,-11.5,at least -10%,8372,11098,11165,10597,7493,3481,4333,5993,5766,9832,8781,9081,6633,9158,8606,6415
323,14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,gain,75.6,at least 30%,235063,249909,203385,268388,297546,53027,93938,158367,276668,460221,388338,461373,538890,520003,360157,499832
324,15008,STC,MN,St. Cloud Regional,St. Cloud,10k-100k,no,loss,-18.0,at least -10%,10658,3694,1658,4380,8473,1077,1346,3787,7236,1982,2230,4737,11507,1634,0,4610
325,15016,STL,MO,St Louis Lambert International,St. Louis,more than 5 million,no,loss,-21.9,at least -20%,1727525,2085112,2039761,1955021,1382844,290561,746920,695195,712441,1314969,1555605,1530416,1309572,1813582,1852838,1732208
326,15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,100k-1 million,no,gain,14.0,at least 10%,42508,58354,75850,62820,45463,6137,22069,23063,12562,55769,70979,76200,59162,79718,86324,78475
327,15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,10k-100k,no,gain,14.3,at least 10%,25186,14369,33289,16066,26446,1362,10865,7669,23392,17306,33443,19859,35420,12607,32983,19446
328,15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,10k-100k,no,loss,-47.1,at least -30%,10483,12377,10471,13266,8804,1101,3132,3805,4277,8260,9526,8293,5903,6332,6596,6253
329,15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,100k-1 million,no,loss,-70.5,at least -30%,38797,49991,55254,45973,31662,5120,6102,5691,6933,15400,22402,23069,27090,34955,35734,25638
330,15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,loss,-16.7,at least -10%,5408,7287,7549,7759,4866,1010,2467,2968,2241,4503,5709,6261,4879,7154,6810,7682
331,15096,SYR,NY,Syracuse Hancock International,Syracuse,1-5 million,no,loss,-11.7,at least -10%,275768,324758,348394,324971,239821,35878,71622,84934,100414,192072,259833,284405,258500,317425,335446,331807
332,15177,TEX,CO,Telluride Regional,Telluride,less than 10k,no,loss,-28.2,at least -20%,599,1023,2668,1109,2161,56,1154,370,1739,1244,1915,1702,3651,2443,3423,2186
333,15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,loss,-25.4,at least -20%,94783,107404,101589,113289,85484,13482,39340,46531,43967,79756,89958,104675,88994,107157,97974,102278
334,15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,100k-1 million,no,loss,-58.2,at least -30%,31978,31753,27859,31176,26763,7140,10474,16979,19132,19911,21721,20214,24040,23598,13669,17760
335,15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,loss,-7.3,less than -10%,2760087,2748513,2351402,2623988,2385829,389109,855529,1225050,1540319,2474504,2268838,2522429,2614972,2760678,2298582,2518734
336,15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,loss,-12.2,at least -10%,45281,58553,58830,61155,40839,8924,24885,25159,22709,41008,46222,47685,35649,53594,52086,51048
337,15356,TTN,NJ,Trenton Mercer,Trenton,100k-1 million,no,loss,-26.1,at least -20%,95060,117042,124529,124965,92106,6785,9608,20840,30654,53255,74292,85128,88707,97465,76431,65536
338,15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,loss,-11.1,at least -10%,334228,415375,400147,387332,263603,62403,169604,180060,167190,323532,348098,339478,274634,397565,418764,397224
339,15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,loss,-29.2,at least -20%,3367,4024,3943,2846,3390,921,2040,2423,2244,4712,3193,3474,2888,2871,3127,3239
340,15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,loss,-18.6,at least -10%,496654,485933,400665,477275,411604,75515,146322,191477,208872,359066,352616,416042,417734,446702,384146,470637
341,15380,TVC,MI,Cherry Capital,Traverse City,100k-1 million,no,loss,-14.4,at least -10%,40331,61933,120100,63843,51530,10522,53688,30373,30657,66470,139855,61787,51770,63918,118680,53471
342,15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,10k-100k,no,loss,-66.0,at least -30%,16967,12165,10912,12555,10869,1084,5466,6650,6211,9588,12012,8047,3861,4620,4177,5143
343,15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,gain,3.0,less than 10%,7920,9958,10295,9695,5594,1918,4609,5378,5024,7959,6925,7848,7050,10985,9733,8325
344,15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,loss,-20.9,at least -20%,11444,12180,18643,17621,12156,2931,6147,8031,7892,10706,10156,11397,9665,11019,9485,10607
345,15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,loss,-24.6,at least -20%,250081,330883,342057,325980,223721,51416,142034,152384,140359,252286,293499,292460,236391,329900,334154,318654
346,15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10k-100k,yes,gain,96.8,at least 30%,1833,2615,2724,2869,1789,565,1118,1436,1127,2128,2063,2060,1260,1869,900,718
347,15582,VEL,UT,Vernal Regional,Vernal,10k-100k,yes,loss,-16.5,at least -10%,2636,3261,3460,3300,2071,546,1451,1669,1569,2548,2534,2517,2107,3496,2740,2729
348,15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,loss,-3.5,less than -10%,10102,11124,11344,11653,9068,964,4708,6987,6433,11142,10766,10219,8633,10248,9602,10034
349,15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,loss,-1.4,less than -10%,128476,246067,273186,165767,108077,66087,168720,116685,94144,308423,369851,210673,166492,307055,320680,194438
350,15855,WST,RI,Westerly State,Westerly,10k-100k,no,loss,-10.5,at least -10%,2324,4194,8874,2868,1712,1520,6984,2504,1827,4573,7599,2903,1810,4001,5755,2853
351,15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,loss,-22.4,at least -20%,178165,240121,238158,232376,162580,26282,68748,83103,73450,148809,177484,201246,155171,226565,216399,212219
352,16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,10k-100k,no,loss,-51.0,at least -30%,17337,15449,15731,19081,15344,1523,4411,7729,8871,11628,11963,12855,11128,9860,8022,6117
353,16869,XWA,ND,Williston Basin International,Williston,10k-100k,no,loss,-28.0,at least -20%,19322,22780,24184,22159,17302,3372,4339,6278,6548,8846,14671,16216,11537,14393,20624,19681
