ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,diff,pct_change,change_category
12652,KEH,WA,Kenmore Air Harbor,Kenmore,less than 10k,no,loss,-2.9,less than -10%
12878,LAF,IN,Purdue University,Lafayette,less than 10k,no,loss,-66.7,at least -30%
12882,LAL,FL,Lakeland Linder International,Lakeland,less than 10k,no,loss,-100,at least -30%
12884,LAN,MI,Capital Region International,Lansing,100k-1 million,no,loss,-50.9,at least -30%
12888,LAR,WY,Laramie Regional,Laramie,10k-100k,yes,loss,-2,less than -10%
12889,LAS,NV,Harry Reid International,Las Vegas,more than 5 million,no,gain,3.1,less than 10%
12891,LAW,OK,Lawton-Fort Sill Regional,Lawton/Fort Sill,10k-100k,no,loss,-13.9,at least -10%
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%
12896,LBB,TX,Lubbock Preston Smith International,Lubbock,100k-1 million,no,loss,-16.8,at least -10%
12898,LBE,PA,Arnold Palmer Regional,Latrobe,100k-1 million,no,loss,-19.7,at least -10%
12899,LBF,NE,North Platte Regional Airport Lee Bird Field,North Platte,10k-100k,yes,gain,7,less than 10%
12902,LBL,KS,Liberal Mid-America Regional,Liberal,less than 10k,yes,loss,-1.3,less than -10%
12915,LCH,LA,Lake Charles Regional,Lake Charles,10k-100k,no,loss,-11.2,at least -10%
12917,LCK,OH,Rickenbacker International,Columbus,100k-1 million,no,loss,-6.3,less than -10%
12925,LDJ,NJ,Linden Airport,Linden,less than 10k,no,unchanged,,other
12932,LEB,NH,Lebanon Municipal,Lebanon-Hanover,10k-100k,yes,loss,-0.6,less than -10%
12945,LEX,KY,Blue Grass,Lexington,100k-1 million,no,loss,-27,at least -20%
12951,LFT,LA,Lafayette Regional Paul Fournet Field,Lafayette,100k-1 million,no,loss,-3.5,less than -10%
12953,LGA,NY,LaGuardia,New York,more than 5 million,no,loss,-2.9,less than -10%
12954,LGB,CA,Long Beach Airport,Long Beach,1-5 million,no,loss,-4.1,less than -10%
12992,LIT,AR,Bill and Hillary Clinton Nat Adams Field,Little Rock,1-5 million,no,loss,-18.8,at least -10%
13002,LKE,WA,Lake Union Terminal,Seattle,10k-100k,no,loss,-28.8,at least -20%
13024,LMT,OR,Crater Lake Klamath Regional,Klamath Falls,less than 10k,no,gain,,other
13029,LNK,NE,Lincoln Airport,Lincoln,100k-1 million,no,loss,-41.9,at least -30%
13032,LNS,PA,Lancaster Airport,Lancaster,less than 10k,yes,gain,2.4,less than 10%
13055,LPS,WA,Lopez Island Airport,Lopez Island,less than 10k,no,gain,,other
13061,LRD,TX,Laredo International,Laredo,10k-100k,no,loss,-19.8,at least -10%
13076,LSE,WI,La Crosse Regional,La Crosse,10k-100k,no,loss,-35,at least -30%
13087,LSV,NV,Nellis AFB,Las Vegas,less than 10k,no,loss,-100,at least -30%
13121,LWB,WV,Greenbrier Valley,Lewisburg,10k-100k,yes,loss,-4.1,less than -10%
13127,LWS,ID,Lewiston Nez Perce County,Lewiston,10k-100k,no,gain,3.4,less than 10%
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg,10k-100k,no,loss,-18.3,at least -10%
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa,100k-1 million,no,loss,-10.4,at least -10%
13182,MBL,MI,Manistee County-Blacker,Manistee/Ludington,less than 10k,yes,gain,,other
13184,MBS,MI,MBS International,Saginaw/Bay City/Midland,100k-1 million,no,loss,-44.8,at least -30%
13192,MCC,CA,McClellan Airfield,Sacramento,less than 10k,no,unchanged,,other
13194,MCE,CA,Merced Regional/Macready Field,Merced,less than 10k,yes,loss,-22.5,at least -20%
13198,MCI,MO,Kansas City International,Kansas City,more than 5 million,no,loss,-20.5,at least -20%
13200,MCK,NE,McCook Ben Nelson Regional,McCook,less than 10k,yes,loss,-3.6,less than -10%
13203,MCN,GA,Middle Georgia Regional,Macon,10k-100k,yes,loss,-19,at least -10%
13204,MCO,FL,Orlando International,Orlando,more than 5 million,no,gain,0.9,less than 10%
13211,MCW,IA,Mason City Municipal,Mason City,less than 10k,yes,loss,-70.8,at least -30%
13221,MDH,IL,Southern Illinois,Carbondale,less than 10k,no,loss,-100,at least -30%
13230,MDT,PA,Harrisburg International,Harrisburg,100k-1 million,no,loss,-25.7,at least -20%
13232,MDW,IL,Chicago Midway International,Chicago,more than 5 million,no,loss,-8.2,less than -10%
13241,MEI,MS,Key Field,Meridian,10k-100k,yes,loss,-17.4,at least -10%
13244,MEM,TN,Memphis International,Memphis,1-5 million,no,loss,-23.2,at least -20%
13249,MER,CA,Castle,Atwater,less than 10k,no,gain,,other
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg,100k-1 million,no,loss,-19.6,at least -10%
13264,MFR,OR,Rogue Valley International - Medford,Medford,100k-1 million,no,loss,-13,at least -10%
13273,MGE,GA,Dobbins ARB,Marietta,less than 10k,no,gain,,other
13277,MGM,AL,Montgomery Regional,Montgomery,100k-1 million,no,loss,-29.7,at least -20%
13282,MGW,WV,Morgantown Municipal,Morgantown,less than 10k,yes,loss,-5.8,less than -10%
13290,MHK,KS,Manhattan Regional,Manhattan/Ft. Riley,10k-100k,no,loss,-12.3,at least -10%
13296,MHT,NH,Manchester Boston Regional,Manchester,100k-1 million,no,loss,-32.1,at least -30%
13303,MIA,FL,Miami International,Miami,more than 5 million,no,gain,17.9,at least 10%
13342,MKE,WI,General Mitchell International,Milwaukee,1-5 million,no,loss,-23.4,at least -20%
13344,MKG,MI,Muskegon County,Muskegon,10k-100k,yes,gain,8.3,less than 10%
13348,MKL,TN,McKellar-Sipes Regional,Jackson,less than 10k,yes,loss,-9.9,less than -10%
13354,MKT,MN,Mankato Regional,Mankato,less than 10k,no,loss,-100,at least -30%
13360,MLB,FL,Melbourne Orlando International,Melbourne,100k-1 million,no,loss,-7.3,less than -10%
13367,MLI,IL,Quad Cities International,Moline,100k-1 million,no,loss,-33.4,at least -30%
13377,MLU,LA,Monroe Regional,Monroe,100k-1 million,no,loss,-31.7,at least -30%
13388,MMH,CA,Mammoth Lakes Airport,Mammoth Lakes,10k-100k,no,loss,-17,at least -10%
13422,MOB,AL,Mobile Regional,Mobile,100k-1 million,no,loss,-30.1,at least -30%
13433,MOT,ND,Minot International,Minot,100k-1 million,no,loss,-22.3,at least -20%
13439,MPB,FL,Watson Island International,Miami,less than 10k,no,unchanged,,other
13459,MQT,MI,Sawyer International,Marquette,10k-100k,no,loss,-23,at least -20%
13461,MQY,TN,Smyrna Airport,Smyrna,less than 10k,no,loss,-100,at least -30%
13476,MRY,CA,Monterey Regional,Monterey,100k-1 million,no,loss,-13.7,at least -10%
13484,MSL,AL,Northwest Alabama Regional,Muscle Shoals,less than 10k,yes,loss,-51,at least -30%
13485,MSN,WI,Dane County Regional-Truax Field,Madison,1-5 million,no,loss,-26.7,at least -20%
13486,MSO,MT,Missoula Montana,Missoula,100k-1 million,no,loss,-19.2,at least -10%
13487,MSP,MN,Minneapolis-St Paul International,Minneapolis,more than 5 million,no,loss,-25.1,at least -20%
13490,MSS,NY,Massena International-Richards Field,Massena,less than 10k,yes,gain,5.4,less than 10%
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans,more than 5 million,no,loss,-16.5,at least -10%
13502,MTJ,CO,Montrose Regional,Montrose/Delta,100k-1 million,no,loss,-0.1,less than -10%
13507,MTP,NY,Sky Portal,Montauk Point,less than 10k,no,gain,,other
13535,MVL,VT,Morrisville Stowe State,Morrisville,less than 10k,no,gain,450,at least 30%
13541,MVY,MA,Martha's Vineyard Airport,Martha's Vineyard,10k-100k,no,loss,-0.8,less than -10%
13543,MWA,IL,Veterans Airport of Southern Illinois,Marion/Herrin,10k-100k,yes,loss,-7.2,less than -10%
13546,MWH,WA,Grant County International,Moses Lake,less than 10k,no,gain,,other
13547,MWL,TX,Mineral Wells Regional,Mineral Wells,less than 10k,no,loss,-100,at least -30%
13570,MYF,CA,Montgomery Gibbs Executive,San Diego,less than 10k,no,loss,-100,at least -30%
13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,gain,38.5,at least 30%
13685,NJ1,NJ,Camden County,Berlin,less than 10k,no,loss,-100,at least -30%
13731,NPT,RI,Newport State,Newport,less than 10k,no,gain,,other
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,loss,-14.5,at least -10%
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,loss,-29.6,at least -20%
13796,OAK,CA,Metro Oakland International,Oakland,more than 5 million,no,loss,-13.4,at least -10%
13829,OGD,UT,Ogden-Hinckley,Ogden,10k-100k,no,loss,-13.9,at least -10%
13832,OGS,NY,Ogdensburg International,Ogdensburg,10k-100k,yes,loss,-36.7,at least -30%
13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,loss,-18.7,at least -10%
13862,OLF,MT,L. M. Clayton,Wolf Point,less than 10k,yes,gain,6,less than 10%
13871,OMA,NE,Eppley Airfield,Omaha,1-5 million,no,loss,-20.6,at least -20%
13891,ONT,CA,Ontario International,Ontario,1-5 million,no,gain,1.4,less than 10%
13930,ORD,IL,Chicago O'Hare International,Chicago,more than 5 million,no,loss,-25.7,at least -20%
13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,loss,-13.3,at least -10%
13933,ORH,MA,Worcester Regional,Worcester,10k-100k,no,loss,-2.9,less than -10%
13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay,10k-100k,no,loss,-8.8,less than -10%
13968,OTS,WA,Anacortes Airport,Anacortes,less than 10k,no,unchanged,,other
13983,OWB,KY,Owensboro Daviess County Regional,Owensboro,10k-100k,yes,loss,-6,less than -10%
13984,OWD,MA,Norwood Memorial,Norwood,less than 10k,no,gain,75.6,at least 30%
13987,OXC,CT,Waterbury Oxford,Waterbury,less than 10k,no,gain,,other
14004,PAE,WA,Snohomish County,Everett,100k-1 million,no,loss,-39,at least -30%
14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,loss,-35.8,at least -30%
14025,PBG,NY,Plattsburgh International,Plattsburgh,100k-1 million,yes,loss,-28.8,at least -20%
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,loss,-8.6,less than -10%
14044,PCT,NJ,Princeton Airport,Princeton,less than 10k,no,loss,-100,at least -30%
14054,PDT,OR,Eastern Oregon Regional at Pendleton,Pendleton,less than 10k,yes,loss,-5.6,less than -10%
14057,PDX,OR,Portland International,Portland,more than 5 million,no,loss,-32.4,at least -30%
14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,loss,-16.9,at least -10%
14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,gain,11.2,at least 10%
14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,loss,-47,at least -30%
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,loss,-56.8,at least -30%
14100,PHL,PA,Philadelphia International,Philadelphia,more than 5 million,no,loss,-33.5,at least -30%
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,loss,-7.3,less than -10%
14108,PIA,IL,General Downing - Peoria International,Peoria,100k-1 million,no,loss,-35.8,at least -30%
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,loss,-4.9,less than -10%
14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,loss,-0.5,less than -10%
14113,PIH,ID,Pocatello Regional,Pocatello,10k-100k,no,loss,-66.7,at least -30%
14120,PIR,SD,Pierre Regional,Pierre,10k-100k,yes,loss,-2.2,less than -10%
14122,PIT,PA,Pittsburgh International,Pittsburgh,1-5 million,no,loss,-23.9,at least -20%
14131,PKB,WV,Mid-Ohio Valley Regional,Parkersburg,less than 10k,yes,loss,-3.3,less than -10%
14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston,10k-100k,yes,loss,-30.8,at least -30%
14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,loss,-14.4,at least -10%
14197,POB,NC,Pope AAF,Fayetteville,less than 10k,no,unchanged,,other
14231,PQI,ME,Presque Isle International,Presque Isle/Houlton,10k-100k,yes,gain,1.9,less than 10%
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,loss,-0.1,less than -10%
14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland,100k-1 million,no,loss,-14.1,at least -10%
14259,PSM,NH,Portsmouth International at Pease,Portsmouth,10k-100k,no,loss,-13.5,at least -10%
14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,gain,17,at least 10%
14288,PUB,CO,Pueblo Memorial,Pueblo,10k-100k,yes,loss,-44.2,at least -30%
14303,PUW,WA,Pullman Moscow Regional,Pullman,10k-100k,no,gain,5.5,less than 10%
14306,PVC,MA,Provincetown Municipal,Provincetown,10k-100k,no,loss,-29.5,at least -20%
14307,PVD,RI,Rhode Island Tf Green International,Providence,1-5 million,no,loss,-14.8,at least -10%
14314,PVU,UT,Provo Municipal,Provo,100k-1 million,no,gain,96.8,at least 30%
14321,PWM,ME,Portland International Jetport,Portland,1-5 million,no,loss,-23.1,at least -20%
14332,PYM,MA,Plymouth Municipal,Plymouth,less than 10k,no,gain,,other
14400,QMN,MA,Mansfield Municipal,Mansfield,less than 10k,no,loss,-100,at least -30%
14457,RAP,SD,Rapid City Regional,Rapid City,100k-1 million,no,loss,-25.9,at least -20%
14477,RCE,WA,Roche Harbor Airport,Roche Harbor,less than 10k,no,gain,129900,at least 30%
14487,RDD,CA,Redding Municipal,Redding,10k-100k,no,gain,43,at least 30%
14489,RDM,OR,Roberts Field,Bend/Redmond,100k-1 million,no,loss,-8.5,less than -10%
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,loss,-23.7,at least -20%
14512,RFD,IL,Chicago/Rockford International,Rockford,100k-1 million,no,loss,-1.8,less than -10%
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,10k-100k,yes,loss,-10.7,at least -10%
14524,RIC,VA,Richmond International,Richmond,1-5 million,no,loss,-17.1,at least -10%
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,10k-100k,no,loss,-61.7,at least -30%
14539,RKD,ME,Knox County Regional,Rockland,less than 10k,yes,loss,-0.6,less than -10%
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,10k-100k,no,loss,-45.5,at least -30%
14570,RNO,NV,Reno/Tahoe International,Reno,1-5 million,no,loss,-14.8,at least -10%
14572,RNT,WA,Renton Municipal,Renton,less than 10k,no,gain,36.4,at least 30%
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,loss,-21.9,at least -20%
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1-5 million,no,loss,-14.7,at least -10%
14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,loss,-11.5,at least -10%
14628,RSJ,WA,Rosario Seaplane Base,Rosario,less than 10k,no,gain,279100,at least 30%
14633,RST,MN,Rochester International,Rochester,100k-1 million,no,loss,-57.5,at least -30%
14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,gain,2.4,less than 10%
14648,RUT,VT,Rutland - Southern Vermont Regional,Rutland,less than 10k,yes,loss,-3.2,less than -10%
14660,RYE,CO,Weld County Municipal,Greeley,less than 10k,no,loss,-100,at least -30%
14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,loss,-10.5,at least -10%
14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,loss,-13.7,at least -10%
14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,loss,-18.6,at least -10%
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,loss,-0.4,less than -10%
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,loss,-21.7,at least -20%
14691,SBD,CA,San Bernardino International,San Bernardino,less than 10k,no,gain,14200,at least 30%
14696,SBN,IN,South Bend International,South Bend,100k-1 million,no,loss,-27.6,at least -20%
14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,loss,-10.5,at least -10%
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,10k-100k,no,loss,-36.4,at least -30%
14711,SCE,PA,University Park,State College,100k-1 million,no,loss,-49.2,at least -30%
14712,SCF,AZ,Scottsdale,Phoenix,less than 10k,no,loss,-100,at least -30%
14716,SCK,CA,Stockton Metro,Stockton,100k-1 million,no,loss,-42,at least -30%
14730,SDF,KY,Louisville Muhammad Ali International,Louisville,1-5 million,no,loss,-19.9,at least -10%
14745,SDY,MT,Sidney Richland Regional,Sidney,less than 10k,yes,loss,-18.3,at least -10%
14747,SEA,WA,Seattle/Tacoma International,Seattle,more than 5 million,no,loss,-10.7,at least -10%
14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,loss,-17.8,at least -10%
14771,SFO,CA,San Francisco International,San Francisco,more than 5 million,no,loss,-25.4,at least -20%
14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,loss,-23.5,at least -20%
14794,SGU,UT,St George Regional,St. George,100k-1 million,no,gain,9.8,less than 10%
14802,SHD,VA,Shenandoah Valley Regional,Staunton,10k-100k,yes,gain,0.7,less than 10%
14812,SHR,WY,Sheridan County,Sheridan,10k-100k,no,loss,-13,at least -10%
14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,loss,-25.7,at least -20%
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,more than 5 million,no,loss,-25.1,at least -20%
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,loss,-25.2,at least -20%
14869,SLC,UT,Salt Lake City International,Salt Lake City,more than 5 million,no,loss,-9.9,less than -10%
14875,SLK,NY,Adirondack Regional,Saranac Lake/Lake Placid,less than 10k,yes,gain,2.3,less than 10%
14877,SLN,KS,Salina Regional,Salina,10k-100k,yes,loss,-11.4,at least -10%
14893,SMF,CA,Sacramento International,Sacramento,more than 5 million,no,loss,-8,less than -10%
14897,SMN,ID,Lemhi County,Salmon,less than 10k,no,loss,-100,at least -30%
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,loss,-33,at least -30%
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,gain,4.6,less than 10%
14943,SOW,AZ,Show Low Regional,Show Low,less than 10k,yes,loss,-10.6,at least -10%
14952,SPI,IL,Abraham Lincoln Capital,Springfield,10k-100k,no,loss,-25,at least -20%
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,loss,-11.5,at least -10%
14965,SQA,CA,Santa Ynez Airport,Santa Ynez,less than 10k,no,loss,-100,at least -30%
14967,SQL,CA,San Carlos Airport,San Carlos,less than 10k,no,loss,-60.8,at least -30%
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,gain,75.6,at least 30%
15008,STC,MN,St. Cloud Regional,St. Cloud,10k-100k,no,loss,-18,at least -10%
15016,STL,MO,St Louis Lambert International,St. Louis,more than 5 million,no,loss,-21.9,at least -20%
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,100k-1 million,no,gain,14,at least 10%
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,10k-100k,no,gain,14.3,at least 10%
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,10k-100k,no,loss,-47.1,at least -30%
15051,SVC,NM,Grant County,Silver City/Hurley,less than 10k,yes,gain,2.8,less than 10%
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,100k-1 million,no,loss,-70.5,at least -30%
15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,loss,-16.7,at least -10%
15096,SYR,NY,Syracuse Hancock International,Syracuse,1-5 million,no,loss,-11.7,at least -10%
15138,TBN,MO,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,less than 10k,yes,loss,-2,less than -10%
15167,TEB,NJ,Teterboro Airport,Teterboro,less than 10k,no,gain,,other
15177,TEX,CO,Telluride Regional,Telluride,less than 10k,no,loss,-28.2,at least -20%
15232,TKF,CA,Truckee Tahoe,Truckee,less than 10k,no,loss,-54.9,at least -30%
15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,loss,-25.4,at least -20%
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,100k-1 million,no,loss,-58.2,at least -30%
15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,loss,-7.3,less than -10%
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,loss,-12.2,at least -10%
15342,TSM,NM,Taos Regional,Taos,less than 10k,no,gain,,other
15356,TTN,NJ,Trenton Mercer,Trenton,100k-1 million,no,loss,-26.1,at least -20%
15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,loss,-11.1,at least -10%
15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,loss,-29.2,at least -20%
15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,loss,-18.6,at least -10%
15380,TVC,MI,Cherry Capital,Traverse City,100k-1 million,no,loss,-14.4,at least -10%
15381,TVF,MN,Thief River Falls Regional,Thief River Falls,less than 10k,yes,loss,-33.4,at least -30%
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,10k-100k,no,loss,-66,at least -30%
15393,TX1,TX,Mesquite Metro,Mesquite,less than 10k,no,gain,,other
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,gain,3,less than 10%
15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,loss,-20.9,at least -20%
15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,loss,-24.6,at least -20%
15427,UBF,MA,Chatham Municipal,Chatham,less than 10k,no,loss,-100,at least -30%
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10k-100k,yes,gain,96.8,at least 30%
15481,UOX,MS,University-Oxford,Oxford,less than 10k,no,unchanged,,other
15497,UST,FL,Northeast Florida Regional,St. Augustine,less than 10k,no,gain,,other
15569,VCT,TX,Victoria Regional,Victoria,less than 10k,yes,loss,-46.8,at least -30%
15570,VCV,CA,Southern California Logistics,Victorville,less than 10k,no,gain,,other
15582,VEL,UT,Vernal Regional,Vernal,10k-100k,yes,loss,-16.5,at least -10%
15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,loss,-3.5,less than -10%
15618,VNY,CA,Van Nuys Airport,Van Nuys,less than 10k,no,unchanged,,other
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,loss,-1.4,less than -10%
15628,VRB,FL,Vero Beach Regional,Vero Beach,less than 10k,no,loss,-90,at least -30%
15825,CWF,LA,Chennault International,Lake Charles,less than 10k,no,loss,-100,at least -30%
15855,WST,RI,Westerly State,Westerly,10k-100k,no,loss,-10.5,at least -10%
15856,WSX,WA,Westsound Airport,Westsound,less than 10k,no,gain,,other
15897,WYS,MT,Yellowstone,West Yellowstone,less than 10k,yes,gain,6.8,less than 10%
15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,loss,-22.4,at least -20%
16091,YIP,MI,Willow Run,Detroit,less than 10k,no,loss,-100,at least -30%
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,10k-100k,no,loss,-51,at least -30%
16353,ZXU,RI,Quonset State,North Kingstown,less than 10k,no,gain,,other
16560,OR4,OR,Bend Municipal,Bend,less than 10k,no,gain,,other
16603,DHB,WA,Deer Harbor Marina,Deer Harbor,less than 10k,no,gain,260000,at least 30%
16654,WA3,WA,Shaw Islands Water Aerodrome,Shaw Island,less than 10k,no,unchanged,,other
16755,T8X,TX,McKinney National,Dallas,less than 10k,no,gain,,other
16832,NYS,NY,New York Skyports Seaplane Base,New York,less than 10k,no,gain,,other
16869,XWA,ND,Williston Basin International,Williston,10k-100k,no,loss,-28,at least -20%
16879,T4X,TX,Llano Municipal,Llano,less than 10k,no,gain,,other
16954,BNH,MA,Boston Harbor Seaplane Base,Boston,less than 10k,no,gain,,other
